Date,Open,High,Low,Close,Volume
1983-10-31,165.99,172.65,162.86,163.55,997011113
1983-11-30,163.55,168.07,161.63,166.4,1008116666
1983-12-31,166.37,166.77,161.58,164.93,1027144445
1984-01-31,164.93,169.54,162.03,163.41,1230922222
1984-02-29,163.41,164,152.13,157.06,1073783335
1984-03-31,157.06,160.46,153.77,159.18,1030511111
1984-04-30,159.18,160.69,154.12,160.05,954183332
1984-05-31,160.05,162.11,148.68,150.55,1077527779
1984-06-30,150.55,155.64,148.53,153.18,1007150000
1984-07-31,153.16,153.87,147.26,150.66,923444445
1984-08-31,150.66,168.8,150.66,166.68,1403844444
1984-09-30,166.68,169.65,163.06,166.1,982588890
1984-10-31,166.1,169.62,160.02,166.09,1172349999
1984-11-30,166.09,170.41,162.99,163.58,976266664
1984-12-31,163.58,169.03,161.54,167.24,989444445
1985-01-31,167.2,180.27,163.36,179.63,1485394445
1985-02-28,179.63,183.95,177.75,181.18,1219233333
1985-03-31,181.18,183.89,176.53,180.66,1196161108
1985-04-30,180.66,183.61,177.86,179.83,1101044442
1985-05-31,179.83,189.98,178.35,189.55,1305744442
1985-06-30,189.55,191.85,185.03,191.85,1176111111
1985-07-31,191.85,196.07,189.3,190.92,1368372219
1985-08-31,190.92,192.17,186.1,188.63,1068444445
1985-09-30,188.63,188.8,179.45,182.08,1033422224
1985-10-31,182.06,190.15,181.16,189.82,1412911110
1985-11-30,189.82,203.4,189.37,202.17,1358538888
1985-12-31,202.17,213.08,200.1,211.28,1557988886
1986-01-31,211.28,214.57,202.6,211.78,1599450001
1986-02-28,211.78,227.92,210.82,226.92,1610611110
1986-03-31,226.92,240.11,222.18,238.9,1785888889
1986-04-30,238.9,245.47,226.3,235.52,1800222221
1986-05-31,235.52,249.19,232.26,247.35,1489022224
1986-06-30,246.04,251.81,238.23,250.84,1472000000
1986-07-31,250.67,253.2,233.07,236.12,1683277778
1986-08-31,236.12,254.24,231.92,252.93,1501055556
1986-09-30,252.93,254.13,228.08,231.32,1759055555
1986-10-31,231.32,244.51,231.32,243.98,1675966668
1986-11-30,243.97,249.22,235.51,249.22,1633794444
1986-12-31,249.22,254.87,241.28,242.17,1811594443
1987-01-31,242.17,280.96,242.17,274.08,2244933333
1987-02-28,274.08,287.55,273.16,284.2,1936277778
1987-03-31,284.17,302.72,282.3,291.7,2202833333
1987-04-30,291.59,303.65,275.67,288.36,2184277780
1987-05-31,286.99,298.69,277.01,290.1,1898722220
1987-06-30,290.12,310.27,286.93,304,1997222222
1987-07-31,303.99,318.85,302.53,318.66,2203555558
1987-08-31,318.62,337.89,314.51,329.8,2256888888
1987-09-30,329.81,332.18,308.56,321.83,2068444445
1987-10-31,321.83,328.94,216.46,251.79,3385833334
1987-11-30,251.73,257.21,225.75,230.3,1994183334
1987-12-31,230.32,253.35,221.24,247.08,2181527779
1988-01-31,247.1,261.78,240.17,257.07,1941500000
1988-02-29,257.05,267.82,247.82,267.82,2051800001
1988-03-31,267.82,272.64,256.07,258.89,2251650000
1988-04-30,258.89,272.05,254.71,261.33,1811533331
1988-05-31,261.36,263.7,248.85,262.16,1795205557
1988-06-30,262.16,276.88,262.1,273.5,2392616666
1988-07-31,273.5,276.36,262.48,272.02,1854705555
1988-08-31,272.03,274.2,256.53,261.52,1848594447
1988-09-30,261.52,274.87,256.98,271.91,1699694445
1988-10-31,271.89,283.95,268.84,278.97,1897311111
1988-11-30,278.97,280.37,262.85,273.7,1568233335
1988-12-31,273.68,280.45,270.47,277.72,1580500002
1989-01-31,277.72,297.51,273.81,297.47,1962344446
1989-02-28,297.47,300.57,286.26,288.86,1786822222
1989-03-31,288.86,299.99,286.46,294.87,1946961109
1989-04-30,294.87,310.45,294.35,309.64,1798472222
1989-05-31,309.64,323.06,304.06,320.52,2081844442
1989-06-30,320.51,329.19,314.38,317.98,2203661110
1989-07-31,317.98,346.08,317.26,346.08,1805016666
1989-08-31,346.08,352.73,339,351.45,2193944447
1989-09-30,351.45,354.13,341.37,349.15,1686122224
1989-10-31,349.15,360.44,327.12,340.36,2229261112
1989-11-30,340.36,346.5,330.91,345.99,1684533335
1989-12-31,346.01,354.1,339.63,353.4,1785233336
1990-01-31,353.4,360.59,319.83,329.08,2107361113
1990-02-28,329.08,336.09,322.1,331.89,1645538887
1990-03-31,331.89,344.49,331.08,339.94,1824044445
1990-04-30,339.94,347.3,327.76,330.8,1556233334
1990-05-31,330.8,362.26,330.8,361.23,1998155557
1990-06-30,361.26,368.78,351.23,358.02,1792377778
1990-07-31,358.02,369.78,350.09,356.15,1874188889
1990-08-31,356.15,357.35,306.18,322.56,2233738890
1990-09-30,322.56,326.53,295.98,306.05,1492933333
1990-10-31,306.1,319.69,294.51,304,2039944442
1990-11-30,303.99,323.02,301.61,322.22,1749872221
1990-12-31,322.23,333.98,321.97,330.22,1731572222
1991-01-31,330.2,343.93,309.35,343.93,2033466666
1991-02-28,343.91,370.96,340.37,367.07,2390650001
1991-03-31,367.07,379.66,363.73,375.22,2182177779
1991-04-30,375.22,391.26,370.27,375.34,2231777778
1991-05-31,375.35,389.85,365.83,389.83,2077611110
1991-06-30,389.81,389.81,367.98,371.16,1810405555
1991-07-31,371.18,387.81,370.92,387.81,1934205554
1991-08-31,387.81,396.82,374.09,395.43,2063233334
1991-09-30,395.43,397.62,382.77,387.86,1811661110
1991-10-31,387.86,393.81,376.11,392.45,2267988887
1991-11-30,392.46,398.22,371.63,375.22,2076455557
1991-12-31,375.11,418.32,371.36,417.09,2308505556
1992-01-31,417.03,421.18,408.64,408.78,2936822221
1992-02-29,408.79,418.08,406.34,412.7,2370894445
1992-03-31,412.68,413.78,401.94,403.69,2259022223
1992-04-30,403.67,416.28,392.41,414.95,2397688890
1992-05-31,414.95,418.75,409.85,415.35,2024433333
1992-06-30,415.35,417.3,399.92,408.14,2366572220
1992-07-31,408.2,424.8,407.2,424.21,2369566664
1992-08-31,424.19,425.14,408.3,414.03,2029900001
1992-09-30,414.03,425.27,412.71,417.8,2235472221
1992-10-31,417.8,421.16,396.8,418.68,2503894443
1992-11-30,418.66,431.93,415.58,431.35,2304872221
1992-12-31,431.35,442.65,428.61,435.71,2708972221
1993-01-31,435.7,442.66,426.88,438.78,2933805557
1993-02-28,438.78,450.04,428.25,443.38,3023583332
1993-03-31,443.38,456.76,441.07,451.67,3203861111
1993-04-30,451.67,452.63,432.3,440.19,3251761113
1993-05-31,440.19,454.55,436.86,450.19,2838133333
1993-06-30,450.23,455.63,442.5,450.53,3080222222
1993-07-31,450.54,451.15,441.4,448.13,2949183332
1993-08-31,448.13,463.56,446.94,463.56,3059000002
1993-09-30,463.55,463.8,449.64,458.93,3084844443
1993-10-31,458.93,471.1,456.4,467.83,3300255555
1993-11-30,467.83,469.11,454.36,461.79,3264783334
1993-12-31,461.93,471.29,461.45,466.45,3217338889
1994-01-31,466.51,482.85,464.36,481.61,3681883334
1994-02-28,481.6,482.23,464.26,467.14,3251722222
1994-03-31,467.19,471.09,436.16,445.77,4013894446
1994-04-30,445.66,452.79,435.86,450.91,3186116668
1994-05-31,450.91,457.77,440.78,456.5,3153316667
1994-06-30,456.5,463.23,439.83,444.27,3251483335
1994-07-31,444.27,459.33,443.58,458.26,2766722222
1994-08-31,458.28,477.59,456.08,475.49,3554861113
1994-09-30,475.49,475.49,458.47,462.71,3418261109
1994-10-31,462.69,474.74,449.27,472.35,3524833333
1994-11-30,472.26,472.26,444.18,453.69,3472911113
1994-12-31,453.55,462.73,442.88,459.27,3528627777
1995-01-31,459.21,471.36,457.2,470.42,3806700001
1995-02-28,470.42,489.19,469.29,487.39,3516722221
1995-03-31,487.39,508.15,479.7,500.71,4329111109
1995-04-30,500.7,515.29,500.2,514.71,3503905556
1995-05-31,514.76,533.41,513.03,533.4,4197605555
1995-06-30,533.4,551.07,526,544.75,4197583333
1995-07-31,544.75,565.4,542.51,562.06,4059977778
1995-08-31,562.06,565.62,553.04,561.88,3970344445
1995-09-30,561.88,587.61,561.01,584.41,3918238888
1995-10-31,584.41,590.66,571.55,581.5,4468511111
1995-11-30,581.5,608.69,581.04,605.37,4223416666
1995-12-31,605.37,622.88,605.05,615.93,4276411115
1996-01-31,615.93,636.18,597.29,636.02,5104472223
1996-02-29,636.02,664.23,633.71,640.43,4861088889
1996-03-31,640.43,656.97,627.63,645.5,4991222222
1996-04-30,645.5,656.68,624.14,654.17,4930877777
1996-05-31,654.17,681.1,630.07,669.12,4956188891
1996-06-30,669.12,680.32,658.75,670.63,4406022223
1996-07-31,670.63,675.88,605.88,639.95,4916588889
1996-08-31,639.95,670.68,639.49,651.99,4100177777
1996-09-30,651.99,690.88,643.97,687.33,4480038888
1996-10-31,687.31,714.1,684.44,705.27,5390927779
1996-11-30,705.27,762.12,701.3,757.02,4868805555
1996-12-31,757.02,761.75,716.69,740.74,5049538888
1997-01-31,740.74,794.67,729.55,786.16,6464349998
1997-02-28,786.16,817.68,773.43,790.82,5397738890
1997-03-31,790.82,814.9,756.13,757.12,5622644442
1997-04-30,757.12,804.13,733.54,801.34,5808266665
1997-05-31,801.34,851.87,793.21,848.28,5614805555
1997-06-30,848.28,902.09,838.82,885.14,6032194443
1997-07-31,885.14,957.73,884.54,954.31,6643400001
1997-08-31,954.29,964.17,893.34,899.47,5892277779
1997-09-30,899.47,960.59,899.47,947.28,6323888891
1997-10-31,947.28,983.12,855.27,914.62,7787366667
1997-11-30,914.62,964.55,900.61,955.4,5652011111
1997-12-31,955.4,986.25,924.92,970.43,6643822225
1998-01-31,970.43,992.65,912.83,980.28,7074350003
1998-02-28,980.28,1051.66,980.28,1049.34,6475861110
1998-03-31,1049.34,1113.07,1030.87,1101.75,7621994443
1998-04-30,1101.75,1132.98,1076.7,1111.75,7586699999
1998-05-31,1111.75,1130.52,1074.39,1090.82,6376188890
1998-06-30,1090.82,1145.15,1074.67,1133.84,7528872223
1998-07-31,1133.84,1190.58,1114.3,1120.67,7886000001
1998-08-31,1120.67,1121.79,957.28,957.28,8373083335
1998-09-30,957.28,1066.11,939.98,1017.01,9285600002
1998-10-31,1017.01,1103.78,923.32,1098.67,10000916665
1998-11-30,1098.67,1192.97,1098.67,1163.63,7472933335
1998-12-31,1163.63,1244.93,1136.89,1229.23,8434138890
1999-01-31,1229.23,1280.37,1205.46,1279.64,9007500001
1999-02-28,1279.64,1283.84,1211.89,1238.33,8086588888
1999-03-31,1238.33,1323.82,1216.03,1286.37,10001388890
1999-04-30,1286.37,1371.56,1282.56,1335.18,10290666667
1999-05-31,1335.18,1375.98,1277.31,1301.84,8822366667
1999-06-30,1301.84,1372.93,1277.47,1372.71,8932872226
1999-07-31,1372.71,1420.33,1328.49,1328.72,8518294443
1999-08-31,1328.72,1382.84,1267.73,1320.41,8788083333
1999-09-30,1320.41,1361.39,1256.26,1282.71,9132611113
1999-10-31,1282.71,1373.17,1233.7,1362.93,10462222222
1999-11-30,1362.93,1425.31,1346.41,1389.07,10213788889
1999-12-31,1388.91,1473.13,1387.38,1469.25,10911494445
2000-01-31,1469.25,1478,1350.14,1394.46,11941333334
2000-02-29,1394.46,1444.55,1325.07,1366.42,11617777779
2000-03-31,1366.42,1552.87,1346.62,1498.58,14531222225
2000-04-30,1498.58,1527.19,1339.4,1452.43,11170255554
2000-05-31,1452.43,1481.51,1361.09,1420.6,11054611110
2000-06-30,1420.6,1488.93,1420.6,1454.6,12076833336
2000-07-31,1454.6,1517.32,1413.89,1430.83,10605055554
2000-08-31,1430.83,1525.21,1425.43,1517.68,11313166668
2000-09-30,1517.68,1530.09,1419.44,1436.51,11576833333
2000-10-31,1436.52,1454.82,1305.79,1429.4,14417444445
2000-11-30,1429.4,1438.46,1294.9,1314.95,11406833334
2000-12-31,1314.95,1389.05,1254.07,1320.28,13117111114
2001-01-31,1320.28,1383.37,1274.62,1366.01,15461000000
2001-02-28,1366.01,1376.38,1215.44,1239.94,12024666666
2001-03-31,1239.94,1267.42,1081.19,1160.33,15448116667
2001-04-30,1160.33,1269.3,1091.99,1249.46,14116661111
2001-05-31,1249.46,1315.93,1232,1255.82,13625500000
2001-06-30,1255.82,1286.62,1203.03,1224.38,13748905556
2001-07-31,1224.42,1239.78,1165.54,1211.23,13218727778
2001-08-31,1211.23,1226.27,1124.87,1133.58,12977333333
2001-09-30,1133.58,1155.4,944.75,1040.94,13902938889
2001-10-31,1040.94,1110.61,1026.76,1059.78,16639600001
2001-11-30,1059.78,1163.38,1054.31,1139.45,14627777780
2001-12-31,1139.45,1173.62,1114.53,1148.08,13960316666
2002-01-31,1148.08,1176.97,1081.66,1130.2,16525666669
2002-02-28,1130.2,1130.2,1074.36,1106.73,14470888889
2002-03-31,1106.73,1173.94,1106.73,1147.39,14757333332
2002-04-30,1147.39,1147.84,1063.46,1076.92,15871611110
2002-05-31,1076.92,1106.59,1048.96,1067.14,14947500000
2002-06-30,1067.14,1070.74,952.92,989.82,16656394445
2002-07-31,989.82,994.46,775.68,911.62,23460399999
2002-08-31,911.62,965,833.44,916.07,16276888887
2002-09-30,916.07,924.02,800.2,815.28,15402061112
2002-10-31,815.28,907.44,768.63,885.76,21031283335
2002-11-30,885.76,941.82,872.05,936.31,16222755556
2002-12-31,936.31,954.28,869.45,879.82,14440911110
2003-01-31,879.82,935.05,840.34,855.7,17083099998
2003-02-28,855.7,864.64,806.29,841.15,14019611111
2003-03-31,841.15,895.9,788.9,848.18,16711127779
2003-04-30,848.18,924.24,847.85,916.92,16483116666
2003-05-31,916.92,965.38,902.83,963.59,17195611111
2003-06-30,963.59,1015.33,963.59,974.5,17344111112
2003-07-31,974.5,1015.41,962.1,990.31,17529555555
2003-08-31,990.31,1011.01,960.84,1008.01,13823038889
2003-09-30,1008.01,1040.29,990.36,995.97,16633394445
2003-10-31,995.97,1053.79,995.97,1050.71,17943611112
2003-11-30,1050.71,1063.65,1031.2,1058.2,13590677779
2003-12-31,1058.2,1112.56,1053.41,1111.92,15466183332
2004-01-31,1111.92,1155.38,1105.08,1131.13,18233333332
2004-02-29,1131.13,1158.98,1124.44,1144.94,15547555554
2004-03-31,1144.94,1163.23,1087.16,1126.21,18665499999
2004-04-30,1126.21,1150.57,1107.23,1107.3,17562166667
2004-05-31,1107.3,1127.74,1076.32,1120.68,16292444444
2004-06-30,1120.68,1146.34,1113.32,1140.84,15294166667
2004-07-31,1140.84,1140.84,1078.78,1101.72,16269777778
2004-08-31,1101.72,1109.68,1060.72,1104.24,14770444443
2004-09-30,1104.24,1131.54,1099.18,1114.58,14905483332
2004-10-31,1114.58,1142.05,1090.29,1130.2,17506111110
2004-11-30,1130.2,1188.46,1127.6,1173.82,16922377778
2004-12-31,1173.78,1217.33,1173.78,1211.92,17279166667
2005-01-31,1211.92,1217.8,1163.75,1181.27,17499333333
2005-02-28,1181.27,1212.44,1180.95,1203.6,16276338888
2005-03-31,1203.6,1229.11,1163.69,1180.59,21674527778
2005-04-30,1180.59,1191.88,1136.15,1156.85,24124594443
2005-05-31,1156.85,1199.56,1146.18,1191.5,21845550000
2005-06-30,1191.5,1219.59,1188.3,1191.33,22407800000
2005-07-31,1191.33,1245.15,1183.55,1234.18,20813705553
2005-08-31,1234.18,1245.86,1201.07,1220.33,23350050001
2005-09-30,1220.33,1243.13,1205.35,1228.81,24876394444
2005-10-31,1228.81,1233.34,1168.2,1207.01,27663216665
2005-11-30,1207.01,1270.64,1201.07,1249.48,25057150000
2005-12-31,1249.48,1275.8,1246.59,1248.29,23197850001
2006-01-31,1248.29,1294.9,1245.74,1280.08,27339805558
2006-02-28,1280.08,1297.57,1253.61,1280.66,23811077777
2006-03-31,1280.66,1310.88,1268.42,1294.87,28280577778
2006-04-30,1302.88,1318.16,1280.74,1310.61,24060238890
2006-05-31,1310.61,1326.7,1245.34,1270.09,30173794443
2006-06-30,1270.05,1290.68,1219.29,1270.2,30485144444
2006-07-31,1270.06,1280.42,1224.54,1276.66,25749011112
2006-08-31,1278.53,1306.74,1261.3,1303.82,28047566667
2006-09-30,1303.8,1340.28,1290.93,1335.85,27223022222
2006-10-31,1335.82,1389.45,1327.1,1377.94,31552011111
2006-11-30,1377.76,1407.89,1360.98,1400.63,30746627777
2006-12-31,1400.63,1431.81,1385.93,1418.3,26432655554
2007-01-31,1418.03,1441.61,1403.97,1438.24,31492333333
2007-02-28,1437.9,1461.57,1389.42,1406.82,28802772220
2007-03-31,1406.8,1438.89,1363.98,1420.86,37567916666
2007-04-30,1420.83,1498.02,1416.37,1482.37,31684705556
2007-05-31,1482.37,1535.56,1476.7,1530.62,36087805555
2007-06-30,1530.62,1540.56,1484.18,1503.35,36290444444
2007-07-31,1504.66,1555.9,1454.25,1455.27,39076350000
2007-08-31,1455.18,1503.89,1370.6,1473.99,50767644446
2007-09-30,1473.96,1538.74,1439.29,1526.75,32116499999
2007-10-31,1527.29,1576.09,1489.56,1549.38,42234766664
2007-11-30,1545.79,1545.79,1406.1,1481.14,47914972224
2007-12-31,1479.63,1523.57,1435.65,1468.36,36012038888
2008-01-31,1467.97,1471.77,1270.05,1378.55,54708522221
2008-02-29,1378.6,1396.02,1316.75,1330.63,43631183333
2008-03-31,1330.45,1359.68,1256.98,1322.7,51771761111
2008-04-30,1326.41,1404.57,1324.35,1385.59,47765905556
2008-05-31,1385.97,1440.24,1373.07,1400.38,44994711111
2008-06-30,1399.62,1404.05,1272,1280,53674466666
2008-07-31,1276.69,1292.17,1200.44,1267.38,69433649999
2008-08-31,1269.42,1313.15,1247.45,1282.83,47925561111
2008-09-30,1287.83,1303.04,1106.42,1166.36,77781844443
2008-10-31,1164.17,1167.03,839.8,968.75,88790572223
2008-11-30,968.67,1007.51,741.02,896.24,64255672223
2008-12-31,888.61,918.85,815.69,903.25,62713594442
2009-01-31,902.99,943.85,804.3,825.88,62272577777
2009-02-28,823.09,875.01,734.52,735.09,69162338890
2009-03-31,729.57,832.98,666.79,797.87,89913133333
2009-04-30,793.59,888.7,783.32,872.81,77141844445
2009-05-31,872.74,930.17,866.1,919.14,73119411113
2009-06-30,923.26,956.23,888.86,919.32,62585083333
2009-07-31,920.82,996.68,869.32,987.48,59242105555
2009-08-31,990.22,1039.47,978.51,1020.62,64477372223
2009-09-30,1019.52,1080.15,991.97,1057.08,62386383333
2009-10-31,1054.91,1101.36,1019.95,1036.19,63006105555
2009-11-30,1036.18,1113.69,1029.38,1095.63,47211961111
2009-12-31,1098.89,1130.38,1085.89,1115.1,49730738885
2010-01-31,1116.56,1150.45,1071.59,1073.87,50526433334
2010-02-28,1073.89,1112.42,1044.5,1104.49,46978522223
2010-03-31,1105.36,1180.69,1105.36,1169.43,57601972221
2010-04-30,1171.23,1219.8,1170.69,1186.69,64856616666
2010-05-31,1188.58,1205.13,1040.78,1089.41,70923766664
2010-06-30,1087.3,1131.23,1028.33,1030.71,61170416668
2010-07-31,1031.1,1120.95,1010.91,1101.6,52654505553
2010-08-31,1107.53,1129.24,1039.7,1049.33,47632361110
2010-09-30,1049.72,1157.16,1049.72,1141.2,44216361108
2010-10-31,1143.49,1196.14,1131.87,1183.26,49742372224
2010-11-30,1185.71,1227.08,1173,1180.55,48417261112
2010-12-31,1186.6,1262.6,1186.6,1257.64,44991405555
2011-01-31,1257.62,1302.67,1257.62,1286.12,51202744443
2011-02-28,1289.14,1344.07,1289.14,1327.22,32902033335
2011-03-31,1328.64,1332.28,1249.05,1325.83,49726466668
2011-04-30,1329.48,1364.56,1294.7,1363.61,42980449999
2011-05-31,1365.21,1370.58,1311.8,1345.2,45393877781
2011-06-30,1345.2,1345.2,1258.07,1320.64,47845961112
2011-07-31,1320.64,1356.48,1282.86,1292.28,45056761113
2011-08-31,1292.59,1307.38,1101.54,1218.89,60232872223
2011-09-30,1219.12,1229.29,1114.22,1131.42,57103788887
2011-10-31,1131.21,1292.66,1074.77,1253.3,54479816667
2011-11-30,1251,1277.55,1158.66,1246.96,46819472221
2011-12-31,1246.91,1269.37,1202.37,1257.6,41523572223
2012-01-31,1258.86,1333.47,1258.86,1312.41,44204199999
2012-02-29,1312.45,1378.04,1312.45,1365.68,43547616666
2012-03-31,1365.9,1419.15,1340.03,1408.47,46610922225
2012-04-30,1408.47,1422.38,1357.38,1397.91,41534283333
2012-05-31,1397.86,1415.32,1291.98,1310.33,48289161111
2012-06-30,1309.87,1363.46,1266.74,1362.16,45323577778
2012-07-31,1362.33,1391.74,1325.41,1379.32,40613227776
2012-08-31,1379.32,1426.68,1354.65,1406.58,39046561111
2012-09-30,1406.54,1474.51,1396.56,1440.67,38769044443
2012-10-31,1440.9,1470.96,1403.28,1412.16,39862399998
2012-11-30,1412.2,1434.27,1343.35,1416.18,39716283335
2012-12-31,1416.34,1448,1398.11,1426.19,36882322222
2013-01-31,1426.19,1509.94,1426.19,1498.11,42138061110
2013-02-28,1498.11,1530.94,1485.01,1514.68,38485266666
2013-03-31,1514.68,1570.28,1501.48,1569.19,38070616668
2013-04-30,1569.18,1597.57,1536.03,1597.57,42832222222
2013-05-31,1597.55,1687.18,1581.28,1630.74,42470694447
2013-06-30,1631.71,1654.19,1560.33,1606.28,41637105556
2013-07-31,1609.78,1698.78,1604.57,1685.73,37837122221
2013-08-31,1689.42,1709.67,1627.47,1632.97,36001561112
2013-09-30,1635.95,1729.86,1633.41,1681.55,36763561110
2013-10-31,1682.41,1775.22,1646.47,1756.54,42581888889
2013-11-30,1758.7,1813.55,1746.2,1805.81,35348994444
2013-12-31,1806.55,1849.44,1767.99,1848.36,36088233332
2014-01-31,1845.86,1850.84,1770.45,1782.59,42151061111
2014-02-28,1782.68,1867.92,1737.92,1859.45,38736438890
2014-03-31,1857.68,1883.97,1834.44,1872.34,39936127779
2014-04-30,1873.96,1897.28,1814.36,1883.95,39775450001
2014-05-31,1884.39,1924.03,1859.79,1923.57,35346461112
2014-06-30,1923.87,1968.17,1915.98,1960.23,35157433333
2014-07-31,1962.29,1991.39,1930.67,1930.67,36958161110
2014-08-31,1929.8,2005.04,1904.78,2003.37,32295077776
2014-09-30,2004.07,2019.26,1964.04,1972.29,37058888889
2014-10-31,1971.44,2018.19,1820.66,2018.05,52063355557
2014-11-30,2018.21,2075.76,2001.01,2067.56,35333438888
2014-12-31,2065.78,2093.55,1972.56,2058.9,44857677778
2015-01-31,2058.9,2072.36,1988.12,1994.99,42961133334
2015-02-28,1996.67,2119.59,1980.9,2104.5,38208644446
2015-03-31,2105.23,2117.52,2039.69,2067.89,42597694444
2015-04-30,2067.63,2125.92,2048.38,2085.51,40033855554
2015-05-31,2087.38,2134.72,2067.93,2107.39,36215405555
2015-06-30,2108.64,2129.87,2056.32,2063.11,40674433334
2015-07-31,2067,2132.82,2044.02,2103.84,43289216666
2015-08-31,2104.49,2112.66,1867.01,1972.18,47014883334
2015-09-30,1970.09,2020.86,1871.91,1920.03,44438538889
2015-10-31,1919.65,2094.32,1893.7,2079.36,47691611111
2015-11-30,2080.76,2116.48,2019.39,2080.41,42190883334
2015-12-31,2082.93,2104.27,1993.26,2043.94,46471811112
2016-01-31,2038.2,2038.2,1812.29,1940.24,51338761111
2016-02-29,1936.94,1962.96,1810.1,1932.23,51694200001
2016-03-31,1937.09,2072.21,1937.09,2059.74,51466344444
2016-04-30,2056.62,2111.05,2033.8,2065.3,45069438891
2016-05-31,2067.17,2103.48,2025.91,2096.95,43824222222
2016-06-30,2093.94,2120.55,1991.68,2098.86,48251499999
2016-07-31,2099.34,2177.09,2074.02,2173.6,38627916669
2016-08-31,2173.15,2193.81,2147.58,2170.95,42005727779
2016-09-30,2171.33,2187.87,2119.12,2168.27,42927911109
2016-10-31,2164.33,2169.6,2114.72,2126.15,40664794445
2016-11-30,2128.68,2214.1,2083.79,2198.81,49055422221
2016-12-31,2200.17,2277.53,2187.44,2238.83,41806244445
2017-01-31,2251.57,2300.99,2245.13,2278.87,39157322225
2017-02-28,2285.59,2371.54,2271.65,2363.64,38423566667
2017-03-31,2380.13,2400.98,2322.25,2362.72,45304316665
2017-04-30,2362.34,2398.16,2328.95,2384.2,36258705554
2017-05-31,2388.5,2418.71,2352.72,2411.8,44226205556
2017-06-30,2415.65,2453.82,2405.7,2423.41,45001383335
